Vendedor,País,Produto,Data,Valor,Caixas Enviadas,Valor_por_Caixa,Ano,Mes
Jehu Rudeforth,UK,Baker's Choco Chips,2024-05-16,2629.59,98,26.832551020408165,2024,5
Kelci Walkden,Australia,White Choc,2024-08-24,10089.49,168,60.056488095238095,2024,8
Curtice Advani,India,85% Dark Bars,2024-01-18,308.24,402,0.7667661691542289,2024,1
Kaine Padly,USA,Eclairs,2024-08-22,7978.76,10,797.876,2024,8
Gunar Cockshoot,UK,99% Dark & Pure,2024-03-07,8.16,84,0.09714285714285714,2024,3
Beverie Moffet,UK,Choco Coated Almonds,2024-03-04,3303.13,73,45.248356164383566,2024,3
Dotty Strutley,Canada,Manuka Honey Choco,2024-04-22,13959.74,113,123.53752212389381,2024,4
Kaine Padly,Australia,Milk Bars,2024-06-09,4251.42,91,46.7189010989011,2024,6
Jan Morforth,Canada,Fruit & Nut Bars,2024-07-25,9885.53,217,45.55543778801844,2024,7
Jan Morforth,India,Smooth Sliky Salty,2024-08-03,12864.47,93,138.32763440860214,2024,8
Rafaelita Blaksland,Australia,Manuka Honey Choco,2024-08-03,5245.6,144,36.42777777777778,2024,8
Jehu Rudeforth,UK,Milk Bars,2024-05-03,14345.5,219,65.50456621004567,2024,5
Husein Augar,Canada,After Nines,2024-01-19,11462.19,288,39.79927083333334,2024,1
Roddy Speechley,USA,50% Dark Bites,2024-02-11,11667.94,306,38.13052287581699,2024,2
Van Tuxwell,India,Almond Choco,2024-06-14,7455.17,383,19.46519582245431,2024,6
Kelci Walkden,USA,50% Dark Bites,2024-03-23,7203.64,234,30.784786324786324,2024,3
Madelene Upcott,Canada,85% Dark Bars,2024-02-17,8081.58,105,76.96742857142857,2024,2
Dennison Crosswaite,Canada,Smooth Sliky Salty,2024-03-17,2055.4,485,4.237938144329897,2024,3
Mallorie Waber,Australia,Spicy Special Slims,2024-06-29,6476.09,304,21.30292763157895,2024,6
Ches Bonnell,Canada,Choco Coated Almonds,2024-08-24,17490.08,289,60.51930795847751,2024,8
Gigi Bohling,Canada,Spicy Special Slims,2024-07-04,13644.0,281,48.555160142348754,2024,7
Roddy Speechley,New Zealand,Almond Choco,2024-03-28,2930.46,70,41.86371428571429,2024,3
Curtice Advani,India,Smooth Sliky Salty,2024-04-19,22717.09,143,158.86076923076922,2024,4
Ches Bonnell,New Zealand,Mint Chip Choco,2024-01-18,9471.72,248,38.192419354838705,2024,1
Van Tuxwell,New Zealand,Fruit & Nut Bars,2024-01-17,3400.47,92,36.961630434782606,2024,1
Andria Kimpton,New Zealand,Mint Chip Choco,2024-02-15,10696.21,201,53.21497512437811,2024,2
Andria Kimpton,UK,Milk Bars,2024-02-11,17101.67,307,55.7057654723127,2024,2
Camilla Castle,USA,Manuka Honey Choco,2024-03-21,18936.88,180,105.20488888888889,2024,3
Gunar Cockshoot,New Zealand,Almond Choco,2024-01-05,6015.37,136,44.23066176470588,2024,1
Brien Boise,India,Raspberry Choco,2024-05-30,7623.58,162,47.059135802469136,2024,5
Jehu Rudeforth,USA,99% Dark & Pure,2024-01-04,2996.83,227,13.201894273127753,2024,1
Beverie Moffet,Australia,Fruit & Nut Bars,2024-04-22,1718.97,260,6.611423076923077,2024,4
Gigi Bohling,Canada,Milk Bars,2024-02-10,3523.33,114,30.90640350877193,2024,2
Dotty Strutley,India,Spicy Special Slims,2024-08-12,1092.36,209,5.226602870813396,2024,8
Gunar Cockshoot,USA,Organic Choco Syrup,2024-08-10,2495.71,310,8.05067741935484,2024,8
Kelci Walkden,Australia,Raspberry Choco,2024-06-07,813.41,58,14.024310344827585,2024,6
Jehu Rudeforth,India,Baker's Choco Chips,2024-06-06,2489.06,81,30.729135802469134,2024,6
Karlen McCaffrey,New Zealand,Baker's Choco Chips,2024-04-05,5701.35,201,28.36492537313433,2024,4
Wilone O'Kielt,USA,50% Dark Bites,2024-04-18,5084.32,126,40.35174603174603,2024,4
Andria Kimpton,India,50% Dark Bites,2024-01-31,15789.48,16,986.8425,2024,1
Madelene Upcott,USA,Baker's Choco Chips,2024-08-22,6541.75,141,46.395390070921984,2024,8
Jehu Rudeforth,Australia,99% Dark & Pure,2024-02-25,11409.11,217,52.57654377880185,2024,2
Jan Morforth,Australia,Mint Chip Choco,2024-02-22,19258.41,99,194.52939393939394,2024,2
Oby Sorrel,New Zealand,Milk Bars,2024-01-12,5074.86,201,25.248059701492537,2024,1
Brien Boise,UK,Almond Choco,2024-05-25,115.9,120,0.9658333333333334,2024,5
Kelci Walkden,India,Smooth Sliky Salty,2024-02-01,2797.19,9,310.7988888888889,2024,2
Rafaelita Blaksland,UK,Eclairs,2024-04-27,1608.04,75,21.440533333333335,2024,4
Gigi Bohling,USA,Smooth Sliky Salty,2024-07-22,2960.99,133,22.263082706766916,2024,7
Curtice Advani,New Zealand,Mint Chip Choco,2024-01-26,3703.51,260,14.244269230769232,2024,1
Curtice Advani,USA,Mint Chip Choco,2024-08-24,5679.57,285,19.928315789473682,2024,8
Madelene Upcott,New Zealand,Fruit & Nut Bars,2024-01-18,6764.17,20,338.2085,2024,1
Karlen McCaffrey,India,85% Dark Bars,2024-03-30,1108.85,87,12.745402298850573,2024,3
Ches Bonnell,Australia,Caramel Stuffed Bars,2024-01-17,9477.32,160,59.23325,2024,1
Kelci Walkden,USA,Fruit & Nut Bars,2024-02-17,5301.93,155,34.206,2024,2
Kelci Walkden,Canada,Peanut Butter Cubes,2024-04-08,8041.25,43,187.00581395348837,2024,4
Gigi Bohling,Canada,Drinking Coco,2024-07-06,3716.17,89,41.7547191011236,2024,7
Husein Augar,India,Fruit & Nut Bars,2024-04-04,4591.77,222,20.68364864864865,2024,4
Jan Morforth,New Zealand,Organic Choco Syrup,2024-03-02,1928.33,217,8.8863133640553,2024,3
Gigi Bohling,New Zealand,Raspberry Choco,2024-08-09,1225.12,186,6.586666666666666,2024,8
Dennison Crosswaite,Australia,Milk Bars,2024-06-09,11326.55,296,38.26537162162162,2024,6
Ches Bonnell,UK,Caramel Stuffed Bars,2024-06-02,3063.08,301,10.176345514950166,2024,6
Van Tuxwell,USA,Fruit & Nut Bars,2024-07-05,7093.33,233,30.443476394849785,2024,7
Andria Kimpton,Canada,Eclairs,2024-08-11,337.37,120,2.8114166666666667,2024,8
Madelene Upcott,India,Choco Coated Almonds,2024-02-11,3764.59,158,23.826518987341775,2024,2
Kelci Walkden,New Zealand,Spicy Special Slims,2024-08-11,695.32,68,10.22529411764706,2024,8
Roddy Speechley,Australia,Drinking Coco,2024-05-12,14609.99,111,131.62153153153153,2024,5
Wilone O'Kielt,USA,Milk Bars,2024-07-15,5298.68,96,55.194583333333334,2024,7
Andria Kimpton,India,Organic Choco Syrup,2024-01-18,4552.3,132,34.48712121212122,2024,1
Madelene Upcott,UK,Fruit & Nut Bars,2024-01-05,9099.26,199,45.72492462311558,2024,1
Curtice Advani,Australia,50% Dark Bites,2024-06-29,603.97,239,2.527071129707113,2024,6
Brien Boise,Canada,Raspberry Choco,2024-06-14,3172.23,46,68.96152173913043,2024,6
Gunar Cockshoot,India,Mint Chip Choco,2024-08-08,4737.32,74,64.01783783783783,2024,8
Dennison Crosswaite,India,Mint Chip Choco,2024-03-23,15201.56,142,107.05323943661972,2024,3
Barr Faughny,India,Caramel Stuffed Bars,2024-01-04,7912.62,106,74.64735849056603,2024,1
Brien Boise,India,Milk Bars,2024-02-22,14190.78,269,52.75382899628253,2024,2
Beverie Moffet,UK,Spicy Special Slims,2024-02-17,9327.08,259,36.01189189189189,2024,2
Barr Faughny,USA,Almond Choco,2024-02-03,434.42,83,5.233975903614458,2024,2
Van Tuxwell,Canada,Raspberry Choco,2024-03-17,1497.58,132,11.345303030303029,2024,3
Wilone O'Kielt,Australia,Baker's Choco Chips,2024-01-25,3124.74,155,20.159612903225806,2024,1
Brien Boise,Australia,Milk Bars,2024-07-27,2356.21,54,43.63351851851852,2024,7
Husein Augar,Australia,Fruit & Nut Bars,2024-01-28,8548.0,55,155.4181818181818,2024,1
Madelene Upcott,Australia,Organic Choco Syrup,2024-07-05,12094.34,52,232.58346153846153,2024,7
Van Tuxwell,India,White Choc,2024-03-15,2119.42,46,46.07434782608696,2024,3
Gunar Cockshoot,Canada,After Nines,2024-08-04,3038.32,220,13.810545454545455,2024,8
Jan Morforth,USA,Fruit & Nut Bars,2024-06-27,5187.72,382,13.58041884816754,2024,6
Jan Morforth,Canada,After Nines,2024-07-13,5384.52,180,29.914,2024,7
Barr Faughny,New Zealand,Manuka Honey Choco,2024-02-24,6575.07,249,26.40590361445783,2024,2
Karlen McCaffrey,New Zealand,85% Dark Bars,2024-06-28,6350.37,59,107.63338983050848,2024,6
Oby Sorrel,Australia,85% Dark Bars,2024-06-30,7488.06,28,267.4307142857143,2024,6
Curtice Advani,Canada,Choco Coated Almonds,2024-08-18,6997.57,7,999.6528571428571,2024,8
Kaine Padly,India,70% Dark Bites,2024-01-24,13081.57,324,40.375216049382715,2024,1
Beverie Moffet,USA,White Choc,2024-03-11,5964.72,136,43.85823529411765,2024,3
Ches Bonnell,New Zealand,After Nines,2024-06-23,6651.11,377,17.642201591511935,2024,6
Husein Augar,India,Spicy Special Slims,2024-08-22,2606.11,31,84.06806451612904,2024,8
Gunar Cockshoot,Canada,50% Dark Bites,2024-01-04,3615.98,24,150.66583333333332,2024,1
Curtice Advani,India,Milk Bars,2024-04-05,3658.27,210,17.420333333333332,2024,4
Beverie Moffet,India,Milk Bars,2024-04-15,1997.46,314,6.361337579617834,2024,4
Husein Augar,Australia,White Choc,2024-05-11,3618.67,213,16.98906103286385,2024,5
Andria Kimpton,Canada,Manuka Honey Choco,2024-07-21,5538.85,492,11.257825203252033,2024,7
Jan Morforth,New Zealand,Orange Choco,2024-02-11,1382.49,86,16.07546511627907,2024,2
Andria Kimpton,Canada,Smooth Sliky Salty,2024-07-08,1223.79,81,15.108518518518519,2024,7
Gunar Cockshoot,UK,Raspberry Choco,2024-08-11,8043.29,344,23.381656976744186,2024,8
Husein Augar,New Zealand,After Nines,2024-08-04,6878.47,7,982.6385714285715,2024,8
Andria Kimpton,New Zealand,Orange Choco,2024-06-14,9420.22,94,100.21510638297872,2024,6
Dennison Crosswaite,UK,Baker's Choco Chips,2024-01-17,2516.34,293,8.588191126279863,2024,1
Jehu Rudeforth,Canada,Orange Choco,2024-06-23,4334.75,529,8.194234404536862,2024,6
Jehu Rudeforth,UK,Smooth Sliky Salty,2024-08-24,1588.49,111,14.31072072072072,2024,8
Andria Kimpton,UK,Caramel Stuffed Bars,2024-06-07,8959.38,271,33.06044280442804,2024,6
Jan Morforth,UK,White Choc,2024-06-22,9409.06,46,204.54478260869564,2024,6
Dotty Strutley,USA,Fruit & Nut Bars,2024-07-13,3315.64,268,12.371791044776119,2024,7
Kelci Walkden,UK,Choco Coated Almonds,2024-05-24,10920.7,210,52.00333333333334,2024,5
Gunar Cockshoot,New Zealand,After Nines,2024-08-09,7605.55,154,49.38668831168831,2024,8
Kaine Padly,Canada,85% Dark Bars,2024-04-06,1859.96,33,56.36242424242425,2024,4
Jan Morforth,New Zealand,Manuka Honey Choco,2024-07-28,1743.87,259,6.733088803088803,2024,7
Gunar Cockshoot,New Zealand,Raspberry Choco,2024-08-24,758.28,57,13.303157894736842,2024,8
Van Tuxwell,Australia,99% Dark & Pure,2024-01-17,125.37,138,0.9084782608695653,2024,1
Curtice Advani,USA,Drinking Coco,2024-02-07,6170.75,149,41.41442953020134,2024,2
Brien Boise,Australia,Spicy Special Slims,2024-05-09,6867.13,273,25.154322344322345,2024,5
Mallorie Waber,New Zealand,85% Dark Bars,2024-06-06,8775.45,113,77.65884955752213,2024,6
Wilone O'Kielt,USA,Choco Coated Almonds,2024-06-06,10422.84,6,1737.14,2024,6
Beverie Moffet,New Zealand,Organic Choco Syrup,2024-05-24,7402.04,231,32.043463203463205,2024,5
Gunar Cockshoot,UK,50% Dark Bites,2024-01-13,2498.04,129,19.364651162790697,2024,1
Marney O'Breen,USA,Raspberry Choco,2024-05-23,6873.56,152,45.22078947368421,2024,5
Jehu Rudeforth,UK,White Choc,2024-06-29,2015.93,304,6.6313486842105265,2024,6
Jehu Rudeforth,New Zealand,85% Dark Bars,2024-03-11,8077.51,95,85.02642105263158,2024,3
Dotty Strutley,USA,85% Dark Bars,2024-04-25,11149.46,538,20.723903345724906,2024,4
Rafaelita Blaksland,Australia,Smooth Sliky Salty,2024-05-30,4739.39,236,20.082161016949154,2024,5
Curtice Advani,India,Manuka Honey Choco,2024-05-23,1844.54,185,9.970486486486486,2024,5
Mallorie Waber,USA,Peanut Butter Cubes,2024-05-23,1263.98,19,66.52526315789474,2024,5
Van Tuxwell,Canada,Peanut Butter Cubes,2024-06-24,7527.84,306,24.60078431372549,2024,6
Kelci Walkden,New Zealand,Smooth Sliky Salty,2024-03-11,12265.45,268,45.76660447761194,2024,3
Rafaelita Blaksland,USA,Smooth Sliky Salty,2024-07-27,17662.05,230,76.79152173913043,2024,7
Rafaelita Blaksland,USA,White Choc,2024-08-16,5520.0,120,46.0,2024,8
Roddy Speechley,Canada,Smooth Sliky Salty,2024-03-07,10712.76,11,973.8872727272727,2024,3
Curtice Advani,New Zealand,After Nines,2024-04-05,8416.8,29,290.2344827586207,2024,4
Camilla Castle,India,85% Dark Bars,2024-05-04,9986.05,54,184.92685185185184,2024,5
Ches Bonnell,USA,Choco Coated Almonds,2024-01-04,15629.82,89,175.61595505617979,2024,1
Marney O'Breen,Australia,Baker's Choco Chips,2024-01-13,6224.33,100,62.2433,2024,1
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,2024-07-11,7736.85,95,81.44052631578948,2024,7
Kaine Padly,Australia,Mint Chip Choco,2024-05-17,4860.75,162,30.00462962962963,2024,5
Camilla Castle,New Zealand,Peanut Butter Cubes,2024-07-21,1754.64,62,28.300645161290323,2024,7
Curtice Advani,Canada,Organic Choco Syrup,2024-02-22,897.13,24,37.38041666666667,2024,2
Jan Morforth,India,99% Dark & Pure,2024-05-23,10607.29,182,58.28181318681319,2024,5
Rafaelita Blaksland,Canada,Drinking Coco,2024-07-12,10772.0,192,56.104166666666664,2024,7
Jan Morforth,UK,Orange Choco,2024-06-15,4116.96,203,20.280591133004926,2024,6
Barr Faughny,New Zealand,50% Dark Bites,2024-06-23,5185.36,321,16.153769470404985,2024,6
Curtice Advani,Australia,Eclairs,2024-03-25,6974.95,58,120.25775862068966,2024,3
Jan Morforth,India,Caramel Stuffed Bars,2024-07-04,99.5,161,0.6180124223602484,2024,7
Andria Kimpton,UK,White Choc,2024-05-12,10203.47,109,93.60981651376146,2024,5
Camilla Castle,New Zealand,Raspberry Choco,2024-04-04,5081.52,148,34.3345945945946,2024,4
Madelene Upcott,Australia,Orange Choco,2024-04-15,7166.62,381,18.81002624671916,2024,4
Roddy Speechley,Canada,Eclairs,2024-03-08,7026.54,95,73.96357894736842,2024,3
Karlen McCaffrey,India,White Choc,2024-01-17,8265.32,251,32.92956175298804,2024,1
Wilone O'Kielt,India,Mint Chip Choco,2024-08-22,1516.19,53,28.60735849056604,2024,8
Andria Kimpton,UK,99% Dark & Pure,2024-07-25,1258.54,72,17.47972222222222,2024,7
Marney O'Breen,UK,50% Dark Bites,2024-06-14,3506.38,126,27.8284126984127,2024,6
Ches Bonnell,India,Choco Coated Almonds,2024-04-05,10969.0,83,132.15662650602408,2024,4
Madelene Upcott,UK,Raspberry Choco,2024-08-26,8442.19,347,24.32907780979827,2024,8
Wilone O'Kielt,Australia,50% Dark Bites,2024-08-03,11000.85,112,98.221875,2024,8
Gigi Bohling,Canada,White Choc,2024-07-11,6987.59,4,1746.8975,2024,7
Wilone O'Kielt,New Zealand,Eclairs,2024-03-11,3735.0,21,177.85714285714286,2024,3
Brien Boise,UK,Peanut Butter Cubes,2024-01-10,17346.79,32,542.0871875,2024,1
Roddy Speechley,UK,Baker's Choco Chips,2024-04-04,16517.2,349,47.327220630372494,2024,4
Karlen McCaffrey,Australia,50% Dark Bites,2024-01-17,7642.94,778,9.82383033419023,2024,1
Marney O'Breen,New Zealand,Organic Choco Syrup,2024-07-08,10337.23,49,210.9638775510204,2024,7
Jan Morforth,UK,Organic Choco Syrup,2024-04-12,1367.24,384,3.5605208333333334,2024,4
Rafaelita Blaksland,Canada,Fruit & Nut Bars,2024-08-24,570.58,191,2.9873298429319375,2024,8
Ches Bonnell,UK,Choco Coated Almonds,2024-06-07,2012.27,259,7.76938223938224,2024,6
Gunar Cockshoot,Canada,Almond Choco,2024-07-28,1469.24,29,50.663448275862066,2024,7
Husein Augar,USA,99% Dark & Pure,2024-02-21,10020.18,113,88.6741592920354,2024,2
Dennison Crosswaite,Canada,Mint Chip Choco,2024-04-08,1914.65,304,6.298190789473685,2024,4
Brien Boise,UK,Manuka Honey Choco,2024-06-28,73.91,101,0.7317821782178218,2024,6
Van Tuxwell,UK,Baker's Choco Chips,2024-03-24,2794.33,21,133.06333333333333,2024,3
Barr Faughny,Australia,Caramel Stuffed Bars,2024-07-29,3192.06,54,59.11222222222222,2024,7
Dennison Crosswaite,USA,Eclairs,2024-05-25,2447.37,98,24.97316326530612,2024,5
Gigi Bohling,Australia,Raspberry Choco,2024-03-30,7696.46,313,24.58932907348243,2024,3
Dennison Crosswaite,USA,Organic Choco Syrup,2024-07-18,14731.55,132,111.6026515151515,2024,7
Beverie Moffet,Canada,Orange Choco,2024-05-10,9321.64,111,83.97873873873873,2024,5
Mallorie Waber,Australia,Choco Coated Almonds,2024-03-18,18473.63,88,209.92761363636365,2024,3
Ches Bonnell,India,Caramel Stuffed Bars,2024-06-15,7437.55,54,137.7324074074074,2024,6
Van Tuxwell,Canada,50% Dark Bites,2024-05-12,14581.33,58,251.40224137931034,2024,5
Kelci Walkden,New Zealand,Baker's Choco Chips,2024-06-23,3389.96,115,29.47791304347826,2024,6
Beverie Moffet,India,Spicy Special Slims,2024-04-21,3968.38,182,21.804285714285715,2024,4
Gigi Bohling,Australia,Almond Choco,2024-08-17,1084.26,120,9.0355,2024,8
Rafaelita Blaksland,New Zealand,Eclairs,2024-02-07,20690.2,51,405.69019607843137,2024,2
Kelci Walkden,Canada,Smooth Sliky Salty,2024-03-17,8929.57,121,73.79809917355372,2024,3
Jan Morforth,India,Baker's Choco Chips,2024-08-01,15497.27,85,182.32082352941177,2024,8
Jehu Rudeforth,Australia,Milk Bars,2024-03-18,9172.13,30,305.73766666666666,2024,3
Gigi Bohling,Canada,Fruit & Nut Bars,2024-06-14,6093.61,104,58.59240384615384,2024,6
Beverie Moffet,UK,Eclairs,2024-04-22,9144.79,156,58.620448717948726,2024,4
Marney O'Breen,New Zealand,Eclairs,2024-01-18,5902.91,31,190.41645161290322,2024,1
Husein Augar,Australia,99% Dark & Pure,2024-08-26,3277.47,131,25.01885496183206,2024,8
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,2024-06-10,9759.53,424,23.017759433962265,2024,6
Curtice Advani,Canada,70% Dark Bites,2024-01-31,2504.9,7,357.84285714285716,2024,1
Kelci Walkden,New Zealand,Manuka Honey Choco,2024-04-08,1527.99,107,14.280280373831776,2024,4
Dotty Strutley,Australia,Baker's Choco Chips,2024-06-07,3767.49,65,57.96138461538461,2024,6
Barr Faughny,Australia,85% Dark Bars,2024-02-10,9452.18,42,225.05190476190478,2024,2
Beverie Moffet,Australia,50% Dark Bites,2024-05-16,764.63,441,1.7338548752834466,2024,5
Gunar Cockshoot,India,Baker's Choco Chips,2024-03-18,2432.75,535,4.547196261682243,2024,3
Van Tuxwell,Australia,50% Dark Bites,2024-07-13,779.04,134,5.813731343283582,2024,7
Oby Sorrel,USA,Manuka Honey Choco,2024-07-25,5050.53,85,59.418,2024,7
Van Tuxwell,Canada,Choco Coated Almonds,2024-08-19,2727.35,293,9.308361774744027,2024,8
Karlen McCaffrey,Canada,70% Dark Bites,2024-06-24,9089.21,602,15.098355481727573,2024,6
Kelci Walkden,Canada,Fruit & Nut Bars,2024-06-20,881.49,152,5.799276315789474,2024,6
Camilla Castle,India,99% Dark & Pure,2024-08-02,227.55,225,1.0113333333333334,2024,8
Madelene Upcott,New Zealand,70% Dark Bites,2024-02-22,14193.58,102,139.15274509803922,2024,2
Mallorie Waber,New Zealand,Orange Choco,2024-02-01,7459.88,23,324.3426086956522,2024,2
Jan Morforth,Canada,70% Dark Bites,2024-02-14,6578.55,312,21.085096153846155,2024,2
Kelci Walkden,Australia,Milk Bars,2024-02-24,8975.44,137,65.5141605839416,2024,2
Dennison Crosswaite,India,Orange Choco,2024-03-18,852.29,123,6.929186991869918,2024,3
Husein Augar,UK,Eclairs,2024-08-30,1955.2,250,7.8208,2024,8
Gigi Bohling,USA,Peanut Butter Cubes,2024-05-09,323.29,72,4.49013888888889,2024,5
Wilone O'Kielt,USA,Smooth Sliky Salty,2024-01-18,542.39,86,6.306860465116279,2024,1
Curtice Advani,India,White Choc,2024-07-04,7666.62,347,22.09400576368876,2024,7
Oby Sorrel,New Zealand,Spicy Special Slims,2024-06-03,1826.32,13,140.48615384615385,2024,6
Beverie Moffet,New Zealand,Peanut Butter Cubes,2024-02-23,11510.68,30,383.68933333333337,2024,2
Dotty Strutley,New Zealand,99% Dark & Pure,2024-05-09,12263.85,223,54.99484304932736,2024,5
Kelci Walkden,India,70% Dark Bites,2024-06-06,3878.6,108,35.912962962962965,2024,6
Kelci Walkden,India,Drinking Coco,2024-07-04,8328.52,238,34.99378151260505,2024,7
Brien Boise,New Zealand,Drinking Coco,2024-06-06,1666.46,98,17.00469387755102,2024,6
Dotty Strutley,Australia,Almond Choco,2024-05-13,1754.11,95,18.464315789473684,2024,5
Wilone O'Kielt,New Zealand,Organic Choco Syrup,2024-01-31,2390.7,274,8.725182481751824,2024,1
Ches Bonnell,New Zealand,Caramel Stuffed Bars,2024-06-30,8546.72,41,208.45658536585364,2024,6
Barr Faughny,Canada,Manuka Honey Choco,2024-08-25,4115.57,274,15.020328467153284,2024,8
Gigi Bohling,New Zealand,Smooth Sliky Salty,2024-01-10,787.38,95,8.288210526315789,2024,1
Brien Boise,USA,Manuka Honey Choco,2024-08-22,2095.78,8,261.9725,2024,8
Roddy Speechley,New Zealand,85% Dark Bars,2024-04-14,5220.8,267,19.553558052434457,2024,4
Oby Sorrel,UK,Smooth Sliky Salty,2024-05-31,11264.45,340,33.13073529411765,2024,5
Oby Sorrel,UK,Raspberry Choco,2024-04-08,5477.33,341,16.062551319648094,2024,4
Roddy Speechley,USA,Drinking Coco,2024-02-21,3389.0,160,21.18125,2024,2
Andria Kimpton,Australia,Manuka Honey Choco,2024-03-30,11559.52,413,27.98915254237288,2024,3
Mallorie Waber,India,Raspberry Choco,2024-03-02,1676.82,2,838.41,2024,3
Jehu Rudeforth,USA,Orange Choco,2024-07-28,437.48,174,2.5142528735632186,2024,7
Kaine Padly,New Zealand,70% Dark Bites,2024-03-24,8487.63,40,212.19074999999998,2024,3
Curtice Advani,Australia,After Nines,2024-08-11,71.99,101,0.7127722772277227,2024,8
Husein Augar,UK,Almond Choco,2024-05-17,9863.62,167,59.06359281437126,2024,5
Kaine Padly,Canada,Choco Coated Almonds,2024-05-18,3468.53,166,20.89475903614458,2024,5
Roddy Speechley,UK,Peanut Butter Cubes,2024-08-17,6770.35,173,39.1349710982659,2024,8
Ches Bonnell,New Zealand,Eclairs,2024-04-04,564.14,50,11.2828,2024,4
Brien Boise,India,85% Dark Bars,2024-08-09,21044.07,210,100.20985714285715,2024,8
Brien Boise,New Zealand,Organic Choco Syrup,2024-01-17,677.38,327,2.071498470948012,2024,1
Andria Kimpton,Canada,White Choc,2024-02-14,4368.01,29,150.62103448275863,2024,2
Gigi Bohling,New Zealand,Orange Choco,2024-05-16,9866.2,306,32.24248366013072,2024,5
Ches Bonnell,Canada,Smooth Sliky Salty,2024-03-16,10723.86,125,85.79088,2024,3
Husein Augar,Canada,70% Dark Bites,2024-01-31,5443.42,284,19.166971830985915,2024,1
